frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.8987,0.4988
0,0.0,dropzone,-7.4614,1.9258
0,0.0,W01,-8.2678,6.1478
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.8996,0.4996
1,0.0833,dropzone,-7.4614,1.9258
1,0.0833,W01,-8.2671,6.1473
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.9021,0.5019
2,0.1667,dropzone,-7.4614,1.9258
2,0.1667,W01,-8.265,6.1461
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.9063,0.5057
3,0.25,dropzone,-7.4614,1.9258
3,0.25,W01,-8.2615,6.144
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.9121,0.5109
4,0.3333,dropzone,-7.4614,1.9258
4,0.3333,W01,-8.2567,6.1412
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.9195,0.5177
5,0.4167,dropzone,-7.4614,1.9258
5,0.4167,W01,-8.2506,6.1375
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.9285,0.5258
6,0.5,dropzone,-7.4614,1.9258
6,0.5,W01,-8.2432,6.1331
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.939,0.5353
7,0.5833,dropzone,-7.4614,1.9258
7,0.5833,W01,-8.2345,6.128
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.951,0.5463
8,0.6667,dropzone,-7.4614,1.9258
8,0.6667,W01,-8.2246,6.122
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.9645,0.5585
9,0.75,dropzone,-7.4614,1.9258
9,0.75,W01,-8.2135,6.1154
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.9794,0.5721
10,0.8333,dropzone,-7.4614,1.9258
10,0.8333,W01,-8.2011,6.1081
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.9958,0.5869
11,0.9167,dropzone,-7.4614,1.9258
11,0.9167,W01,-8.1876,6.1
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-1.0135,0.6031
12,1.0,dropzone,-7.4614,1.9258
12,1.0,W01,-8.1729,6.0913
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-1.0327,0.6204
13,1.0833,dropzone,-7.4614,1.9258
13,1.0833,W01,-8.1571,6.0819
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-1.0531,0.639
14,1.1667,dropzone,-7.4614,1.9258
14,1.1667,W01,-8.1402,6.0718
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-1.0749,0.6588
15,1.25,dropzone,-7.4614,1.9258
15,1.25,W01,-8.1222,6.0611
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-1.0979,0.6797
16,1.3333,dropzone,-7.4614,1.9258
16,1.3333,W01,-8.1032,6.0498
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-1.1222,0.7018
17,1.4167,dropzone,-7.4614,1.9258
17,1.4167,W01,-8.0831,6.0378
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-1.1477,0.7249
18,1.5,dropzone,-7.4614,1.9258
18,1.5,W01,-8.062,6.0252
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-1.1744,0.7492
19,1.5833,dropzone,-7.4614,1.9258
19,1.5833,W01,-8.0399,6.0121
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-1.2023,0.7745
20,1.6667,dropzone,-7.4614,1.9258
20,1.6667,W01,-8.0169,5.9984
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-1.2313,0.8008
21,1.75,dropzone,-7.4614,1.9258
21,1.75,W01,-7.9929,5.9841
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-1.2614,0.8282
22,1.8333,dropzone,-7.4614,1.9258
22,1.8333,W01,-7.968,5.9693
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-1.2926,0.8565
23,1.9167,dropzone,-7.4614,1.9258
23,1.9167,W01,-7.9422,5.954
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-1.3248,0.8858
24,2.0,dropzone,-7.4614,1.9258
24,2.0,W01,-7.9156,5.9381
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-1.3581,0.916
25,2.0833,dropzone,-7.4614,1.9258
25,2.0833,W01,-7.8881,5.9217
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-1.3923,0.9471
26,2.1667,dropzone,-7.4614,1.9258
26,2.1667,W01,-7.8598,5.9049
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-1.4276,0.9791
27,2.25,dropzone,-7.4614,1.9258
27,2.25,W01,-7.8307,5.8876
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-1.4637,1.0119
28,2.3333,dropzone,-7.4614,1.9258
28,2.3333,W01,-7.8008,5.8698
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-1.5008,1.0456
29,2.4167,dropzone,-7.4614,1.9258
29,2.4167,W01,-7.7702,5.8516
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-1.5387,1.08
30,2.5,dropzone,-7.4614,1.9258
30,2.5,W01,-7.7389,5.8329
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-1.5774,1.1152
31,2.5833,dropzone,-7.4614,1.9258
31,2.5833,W01,-7.7068,5.8138
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-1.617,1.1512
32,2.6667,dropzone,-7.4614,1.9258
32,2.6667,W01,-7.6741,5.7944
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-1.6574,1.1878
33,2.75,dropzone,-7.4614,1.9258
33,2.75,W01,-7.6407,5.7745
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-1.6986,1.2252
34,2.8333,dropzone,-7.4614,1.9258
34,2.8333,W01,-7.6067,5.7542
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-1.7404,1.2632
35,2.9167,dropzone,-7.4614,1.9258
35,2.9167,W01,-7.5721,5.7336
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-1.783,1.3019
36,3.0,dropzone,-7.4614,1.9258
36,3.0,W01,-7.5369,5.7127
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-1.8263,1.3412
37,3.0833,dropzone,-7.4614,1.9258
