frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.6571,0.8757
0,0.0,dropzone,-7.8471,0.8779
0,0.0,W01,-9.2709,6.2672
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.6582,0.8768
1,0.0833,dropzone,-7.8471,0.8779
1,0.0833,W01,-9.2696,6.2669
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.6612,0.88
2,0.1667,dropzone,-7.8471,0.8779
2,0.1667,W01,-9.2655,6.266
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.6663,0.8853
3,0.25,dropzone,-7.8471,0.8779
3,0.25,W01,-9.2589,6.2645
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.6734,0.8927
4,0.3333,dropzone,-7.8471,0.8779
4,0.3333,W01,-9.2496,6.2624
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.6823,0.9022
5,0.4167,dropzone,-7.8471,0.8779
5,0.4167,W01,-9.2379,6.2597
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.6932,0.9136
6,0.5,dropzone,-7.8471,0.8779
6,0.5,W01,-9.2236,6.2565
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.7059,0.927
7,0.5833,dropzone,-7.8471,0.8779
7,0.5833,W01,-9.2069,6.2527
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.7205,0.9423
8,0.6667,dropzone,-7.8471,0.8779
8,0.6667,W01,-9.1877,6.2484
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.7368,0.9595
9,0.75,dropzone,-7.8471,0.8779
9,0.75,W01,-9.1663,6.2436
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.755,0.9786
10,0.8333,dropzone,-7.8471,0.8779
10,0.8333,W01,-9.1425,6.2383
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.7748,0.9995
11,0.9167,dropzone,-7.8471,0.8779
11,0.9167,W01,-9.1164,6.2324
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.7963,1.0221
12,1.0,dropzone,-7.8471,0.8779
12,1.0,W01,-9.0882,6.226
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.8195,1.0465
13,1.0833,dropzone,-7.8471,0.8779
13,1.0833,W01,-9.0577,6.2192
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.8443,1.0726
14,1.1667,dropzone,-7.8471,0.8779
14,1.1667,W01,-9.0252,6.2118
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.8707,1.1003
15,1.25,dropzone,-7.8471,0.8779
15,1.25,W01,-8.9905,6.204
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.8986,1.1297
16,1.3333,dropzone,-7.8471,0.8779
16,1.3333,W01,-8.9538,6.1958
16,1.3333,W02,-10.4259,9.7605
