frame,time_s,object,world_x,world_y
0,0.0,forklift,-1.1908,0.7387
0,0.0,dropzone,-7.6201,3.126
0,0.0,W01,-9.0162,7.2079
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-1.1916,0.7394
1,0.0833,dropzone,-7.6201,3.126
1,0.0833,W01,-9.0156,7.2075
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-1.1939,0.7412
2,0.1667,dropzone,-7.6201,3.126
2,0.1667,W01,-9.014,7.2062
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-1.1978,0.7443
3,0.25,dropzone,-7.6201,3.126
3,0.25,W01,-9.0113,7.2043
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-1.2032,0.7485
4,0.3333,dropzone,-7.6201,3.126
4,0.3333,W01,-9.0076,7.2015
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-1.21,0.7539
5,0.4167,dropzone,-7.6201,3.126
5,0.4167,W01,-9.0028,7.198
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-1.2183,0.7605
6,0.5,dropzone,-7.6201,3.126
6,0.5,W01,-8.9971,7.1937
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-1.228,0.7681
7,0.5833,dropzone,-7.6201,3.126
7,0.5833,W01,-8.9903,7.1887
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-1.2392,0.7769
8,0.6667,dropzone,-7.6201,3.126
8,0.6667,W01,-8.9826,7.183
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-1.2517,0.7867
9,0.75,dropzone,-7.6201,3.126
9,0.75,W01,-8.9739,7.1765
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-1.2655,0.7977
10,0.8333,dropzone,-7.6201,3.126
10,0.8333,W01,-8.9643,7.1694
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-1.2806,0.8096
11,0.9167,dropzone,-7.6201,3.126
11,0.9167,W01,-8.9538,7.1616
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-1.2971,0.8226
12,1.0,dropzone,-7.6201,3.126
12,1.0,W01,-8.9424,7.1531
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-1.3148,0.8365
13,1.0833,dropzone,-7.6201,3.126
13,1.0833,W01,-8.9301,7.144
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-1.3337,0.8515
14,1.1667,dropzone,-7.6201,3.126
14,1.1667,W01,-8.917,7.1343
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-1.3538,0.8674
15,1.25,dropzone,-7.6201,3.126
15,1.25,W01,-8.903,7.1239
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-1.3752,0.8842
16,1.3333,dropzone,-7.6201,3.126
16,1.3333,W01,-8.8882,7.1129
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-1.3977,0.9019
17,1.4167,dropzone,-7.6201,3.126
17,1.4167,W01,-8.8726,7.1013
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-1.4213,0.9206
18,1.5,dropzone,-7.6201,3.126
18,1.5,W01,-8.8562,7.0892
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-1.446,0.9401
19,1.5833,dropzone,-7.6201,3.126
19,1.5833,W01,-8.8391,7.0764
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-1.4718,0.9604
20,1.6667,dropzone,-7.6201,3.126
20,1.6667,W01,-8.8212,7.0632
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-1.4986,0.9816
21,1.75,dropzone,-7.6201,3.126
21,1.75,W01,-8.8026,7.0493
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-1.5265,1.0036
22,1.8333,dropzone,-7.6201,3.126
22,1.8333,W01,-8.7832,7.035
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-1.5554,1.0264
23,1.9167,dropzone,-7.6201,3.126
23,1.9167,W01,-8.7632,7.0201
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-1.5852,1.0499
24,2.0,dropzone,-7.6201,3.126
24,2.0,W01,-8.7425,7.0048
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-1.616,1.0742
25,2.0833,dropzone,-7.6201,3.126
25,2.0833,W01,-8.7211,6.9889
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-1.6477,1.0992
26,2.1667,dropzone,-7.6201,3.126
26,2.1667,W01,-8.6991,6.9726
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-1.6803,1.1249
27,2.25,dropzone,-7.6201,3.126
27,2.25,W01,-8.6765,6.9558
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-1.7138,1.1513
28,2.3333,dropzone,-7.6201,3.126
28,2.3333,W01,-8.6533,6.9386
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-1.748,1.1784
29,2.4167,dropzone,-7.6201,3.126
29,2.4167,W01,-8.6295,6.9209
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-1.7832,1.2061
30,2.5,dropzone,-7.6201,3.126
30,2.5,W01,-8.6052,6.9028
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-1.819,1.2344
31,2.5833,dropzone,-7.6201,3.126
31,2.5833,W01,-8.5803,6.8844
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-1.8557,1.2633
32,2.6667,dropzone,-7.6201,3.126
32,2.6667,W01,-8.5549,6.8655
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-1.8931,1.2928
33,2.75,dropzone,-7.6201,3.126
33,2.75,W01,-8.5289,6.8462
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-1.9311,1.3228
34,2.8333,dropzone,-7.6201,3.126
34,2.8333,W01,-8.5025,6.8266
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-1.9699,1.3534
35,2.9167,dropzone,-7.6201,3.126
35,2.9167,W01,-8.4756,6.8067
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-2.0093,1.3845
36,3.0,dropzone,-7.6201,3.126
36,3.0,W01,-8.4483,6.7864
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-2.0494,1.4161
37,3.0833,dropzone,-7.6201,3.126
37,3.0833,W01,-8.4205,6.7658
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-2.09,1.4481
38,3.1667,dropzone,-7.6201,3.126
38,3.1667,W01,-8.3923,6.7448
38,3.1667,W02,-10.1388,9.6074
39,3.25,forklift,-2.1312,1.4806
39,3.25,dropzone,-7.6201,3.126
39,3.25,W01,-8.3637,6.7236
39,3.25,W02,-10.1223,9.5985
40,3.3333,forklift,-2.173,1.5136
40,3.3333,dropzone,-7.6201,3.126
40,3.3333,W01,-8.3347,6.7021
40,3.3333,W02,-10.1055,9.5896
41,3.4167,forklift,-2.2152,1.5469
41,3.4167,dropzone,-7.6201,3.126
41,3.4167,W01,-8.3054,6.6803
41,3.4167,W02,-10.0885,9.5805
42,3.5,forklift,-2.258,1.5807
42,3.5,dropzone,-7.6201,3.126
42,3.5,W01,-8.2757,6.6583
42,3.5,W02,-10.0713,9.5714
43,3.5833,forklift,-2.3012,1.6148
43,3.5833,dropzone,-7.6201,3.126
43,3.5833,W01,-8.2457,6.6361
43,3.5833,W02,-10.054,9.5621
44,3.6667,forklift,-2.3449,1.6492
44,3.6667,dropzone,-7.6201,3.126
44,3.6667,W01,-8.2154,6.6136
44,3.6667,W02,-10.0364,9.5528
45,3.75,forklift,-2.389,1.684
45,3.75,dropzone,-7.6201,3.126
45,3.75,W01,-8.1849,6.5909
45,3.75,W02,-10.0187,9.5433
46,3.8333,forklift,-2.4334,1.7191
46,3.8333,dropzone,-7.6201,3.126
46,3.8333,W01,-8.154,6.568
46,3.8333,W02,-10.0009,9.5338
47,3.9167,forklift,-2.4783,1.7544
47,3.9167,dropzone,-7.6201,3.126
47,3.9167,W01,-8.1229,6.5449
47,3.9167,W02,-9.9829,9.5242
48,4.0,forklift,-2.5234,1.7901
48,4.0,dropzone,-7.6201,3.126
48,4.0,W01,-8.0916,6.5217
48,4.0,W02,-9.9647,9.5145
49,4.0833,forklift,-2.5689,1.8259
49,4.0833,dropzone,-7.6201,3.126
49,4.0833,W01,-8.06,6.4982
49,4.0833,W02,-9.9465,9.5048
50,4.1667,forklift,-2.6146,1.862
50,4.1667,dropzone,-7.6201,3.126
50,4.1667,W01,-8.0283,6.4747
50,4.1667,W02,-9.9281,9.495
51,4.25,forklift,-2.6606,1.8983
51,4.25,dropzone,-7.6201,3.126
51,4.25,W01,-7.9964,6.451
51,4.25,W02,-9.9096,9.4851
52,4.3333,forklift,-2.7068,1.9348
52,4.3333,dropzone,-7.6201,3.126
52,4.3333,W01,-7.9643,6.4272
52,4.3333,W02,-9.8911,9.4752
53,4.4167,forklift,-2.7533,1.9714
53,4.4167,dropzone,-7.6201,3.126
53,4.4167,W01,-7.9321,6.4033
53,4.4167,W02,-9.8724,9.4653
54,4.5,forklift,-2.7998,2.0082
54,4.5,dropzone,-7.6201,3.126
54,4.5,W01,-7.8998,6.3793
54,4.5,W02,-9.8537,9.4553
55,4.5833,forklift,-2.8466,2.045
55,4.5833,dropzone,-7.6201,3.126
55,4.5833,W01,-7.8674,6.3552
55,4.5833,W02,-9.8349,9.4453
56,4.6667,forklift,-2.8934,2.082
56,4.6667,dropzone,-7.6201,3.126
56,4.6667,W01,-7.8349,6.3311
56,4.6667,W02,-9.8161,9.4353
57,4.75,forklift,-2.9404,2.119
57,4.75,dropzone,-7.6201,3.126
57,4.75,W01,-7.8023,6.3069
57,4.75,W02,-9.7972,9.4252
58,4.8333,forklift,-2.9874,2.1561
58,4.8333,dropzone,-7.6201,3.126
58,4.8333,W01,-7.7697,6.2827
58,4.8333,W02,-9.7784,9.4151
59,4.9167,forklift,-3.0345,2.1933
59,4.9167,dropzone,-7.6201,3.126
59,4.9167,W01,-7.737,6.2585
59,4.9167,W02,-9.7595,9.405
60,5.0,forklift,-3.0815,2.2304
60,5.0,dropzone,-7.6201,3.126
60,5.0,W01,-7.7044,6.2343
60,5.0,W02,-9.7405,9.395
61,5.0833,forklift,-3.1286,2.2675
61,5.0833,dropzone,-7.6201,3.126
61,5.0833,W01,-7.6717,6.21
61,5.0833,W02,-9.7216,9.3849
62,5.1667,forklift,-3.1756,2.3046
62,5.1667,dropzone,-7.6201,3.126
62,5.1667,W01,-7.6391,6.1858
62,5.1667,W02,-9.7028,9.3748
63,5.25,forklift,-3.2226,2.3416
63,5.25,dropzone,-7.6201,3.126
63,5.25,W01,-7.6065,6.1616
63,5.25,W02,-9.6839,9.3647
64,5.3333,forklift,-3.2694,2.3786
64,5.3333,dropzone,-7.6201,3.126
64,5.3333,W01,-7.574,6.1375
64,5.3333,W02,-9.6651,9.3547
65,5.4167,forklift,-3.3162,2.4155
65,5.4167,dropzone,-7.6201,3.126
65,5.4167,W01,-7.5416,6.1134
65,5.4167,W02,-9.6463,9.3447
66,5.5,forklift,-3.3628,2.4522
66,5.5,dropzone,-7.6201,3.126
66,5.5,W01,-7.5092,6.0895
66,5.5,W02,-9.6276,9.3347
67,5.5833,forklift,-3.4092,2.4889
67,5.5833,dropzone,-7.6201,3.126
67,5.5833,W01,-7.477,6.0655
67,5.5833,W02,-9.6089,9.3248
68,5.6667,forklift,-3.4554,2.5253
68,5.6667,dropzone,-7.6201,3.126
68,5.6667,W01,-7.445,6.0417
68,5.6667,W02,-9.5904,9.3149
69,5.75,forklift,-3.5014,2.5616
69,5.75,dropzone,-7.6201,3.126
69,5.75,W01,-7.4131,6.0181
69,5.75,W02,-9.5719,9.305
70,5.8333,forklift,-3.5471,2.5977
70,5.8333,dropzone,-7.6201,3.126
70,5.8333,W01,-7.3813,5.9945
70,5.8333,W02,-9.5535,9.2952
71,5.9167,forklift,-3.5926,2.6336
71,5.9167,dropzone,-7.6201,3.126
71,5.9167,W01,-7.3498,5.9711
71,5.9167,W02,-9.5353,9.2855
72,6.0,forklift,-3.6378,2.6692
72,6.0,dropzone,-7.6201,3.126
72,6.0,W01,-7.3184,5.9478
72,6.0,W02,-9.5171,9.2758
73,6.0833,forklift,-3.6826,2.7046
73,6.0833,dropzone,-7.6201,3.126
73,6.0833,W01,-7.2874,5.9248
73,6.0833,W02,-9.4991,9.2662
74,6.1667,forklift,-3.727,2.7396
74,6.1667,dropzone,-7.6201,3.126
74,6.1667,W01,-7.2565,5.9019
74,6.1667,W02,-9.4813,9.2567
