frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.173,-2.3812
0,0.0,dropzone,-7.6087,-0.882
0,0.0,W01,-10.1388,8.1477
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.173,-2.381
1,0.0833,dropzone,-7.6087,-0.882
1,0.0833,W01,-10.1386,8.1474
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.1729,-2.3803
2,0.1667,dropzone,-7.6087,-0.882
2,0.1667,W01,-10.138,8.1467
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.1728,-2.3792
3,0.25,dropzone,-7.6087,-0.882
3,0.25,W01,-10.1368,8.1455
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.1726,-2.3777
4,0.3333,dropzone,-7.6087,-0.882
4,0.3333,W01,-10.1353,8.1438
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.1724,-2.3757
5,0.4167,dropzone,-7.6087,-0.882
5,0.4167,W01,-10.1334,8.1416
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.1721,-2.3733
6,0.5,dropzone,-7.6087,-0.882
6,0.5,W01,-10.131,8.139
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.1718,-2.3705
7,0.5833,dropzone,-7.6087,-0.882
7,0.5833,W01,-10.1282,8.1359
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.1714,-2.3673
8,0.6667,dropzone,-7.6087,-0.882
8,0.6667,W01,-10.125,8.1324
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.171,-2.3637
9,0.75,dropzone,-7.6087,-0.882
9,0.75,W01,-10.1215,8.1284
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.1706,-2.3598
10,0.8333,dropzone,-7.6087,-0.882
10,0.8333,W01,-10.1175,8.1241
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.17,-2.3554
11,0.9167,dropzone,-7.6087,-0.882
11,0.9167,W01,-10.1132,8.1193
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.1695,-2.3507
12,1.0,dropzone,-7.6087,-0.882
12,1.0,W01,-10.1085,8.1141
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.1689,-2.3456
13,1.0833,dropzone,-7.6087,-0.882
13,1.0833,W01,-10.1034,8.1085
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.1683,-2.3401
14,1.1667,dropzone,-7.6087,-0.882
14,1.1667,W01,-10.098,8.1025
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.1676,-2.3344
15,1.25,dropzone,-7.6087,-0.882
15,1.25,W01,-10.0923,8.0961
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.1669,-2.3282
16,1.3333,dropzone,-7.6087,-0.882
16,1.3333,W01,-10.0862,8.0894
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-0.1661,-2.3218
17,1.4167,dropzone,-7.6087,-0.882
17,1.4167,W01,-10.0797,8.0823
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-0.1654,-2.315
18,1.5,dropzone,-7.6087,-0.882
18,1.5,W01,-10.073,8.0748
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-0.1645,-2.3079
19,1.5833,dropzone,-7.6087,-0.882
19,1.5833,W01,-10.0659,8.067
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-0.1637,-2.3004
20,1.6667,dropzone,-7.6087,-0.882
20,1.6667,W01,-10.0586,8.0588
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-0.1628,-2.2927
21,1.75,dropzone,-7.6087,-0.882
21,1.75,W01,-10.0509,8.0503
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-0.1618,-2.2847
22,1.8333,dropzone,-7.6087,-0.882
22,1.8333,W01,-10.0429,8.0415
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-0.1609,-2.2764
23,1.9167,dropzone,-7.6087,-0.882
23,1.9167,W01,-10.0347,8.0324
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-0.1599,-2.2678
24,2.0,dropzone,-7.6087,-0.882
24,2.0,W01,-10.0261,8.023
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-0.1589,-2.259
25,2.0833,dropzone,-7.6087,-0.882
25,2.0833,W01,-10.0173,8.0132
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-0.1578,-2.2499
26,2.1667,dropzone,-7.6087,-0.882
26,2.1667,W01,-10.0083,8.0032
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-0.1567,-2.2405
27,2.25,dropzone,-7.6087,-0.882
27,2.25,W01,-9.999,7.9929
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-0.1556,-2.2309
28,2.3333,dropzone,-7.6087,-0.882
28,2.3333,W01,-9.9894,7.9823
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-0.1544,-2.221
29,2.4167,dropzone,-7.6087,-0.882
29,2.4167,W01,-9.9796,7.9715
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-0.1533,-2.2109
30,2.5,dropzone,-7.6087,-0.882
30,2.5,W01,-9.9696,7.9604
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-0.1521,-2.2006
31,2.5833,dropzone,-7.6087,-0.882
31,2.5833,W01,-9.9593,7.949
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-0.1509,-2.19
32,2.6667,dropzone,-7.6087,-0.882
32,2.6667,W01,-9.9489,7.9374
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-0.1496,-2.1793
33,2.75,dropzone,-7.6087,-0.882
33,2.75,W01,-9.9382,7.9256
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-0.1483,-2.1683
34,2.8333,dropzone,-7.6087,-0.882
34,2.8333,W01,-9.9273,7.9136
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-0.147,-2.1572
35,2.9167,dropzone,-7.6087,-0.882
35,2.9167,W01,-9.9162,7.9013
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-0.1457,-2.1459
36,3.0,dropzone,-7.6087,-0.882
36,3.0,W01,-9.905,7.8888
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-0.1444,-2.1344
37,3.0833,dropzone,-7.6087,-0.882
37,3.0833,W01,-9.8935,7.8762
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-0.143,-2.1227
38,3.1667,dropzone,-7.6087,-0.882
38,3.1667,W01,-9.8819,7.8633
38,3.1667,W02,-10.1388,9.6074
39,3.25,forklift,-0.1417,-2.1108
39,3.25,dropzone,-7.6087,-0.882
39,3.25,W01,-9.8701,7.8503
39,3.25,W02,-10.1223,9.5985
40,3.3333,forklift,-0.1403,-2.0988
40,3.3333,dropzone,-7.6087,-0.882
40,3.3333,W01,-9.8582,7.8371
40,3.3333,W02,-10.1055,9.5896
41,3.4167,forklift,-0.1388,-2.0867
