frame,time_s,object,world_x,world_y
0,0.0,forklift,-3.0327,1.5465
0,0.0,dropzone,-9.7394,3.8074
0,0.0,W01,-9.9228,6.4222
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-3.0337,1.5471
1,0.0833,dropzone,-9.7391,3.8076
1,0.0833,W01,-9.9223,6.4218
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-3.0366,1.5489
2,0.1667,dropzone,-9.7382,3.808
2,0.1667,W01,-9.9209,6.4205
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-3.0415,1.5518
3,0.25,dropzone,-9.7367,3.8088
3,0.25,W01,-9.9186,6.4184
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-3.0482,1.5558
4,0.3333,dropzone,-9.7347,3.8099
4,0.3333,W01,-9.9155,6.4154
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-3.0568,1.561
5,0.4167,dropzone,-9.7321,3.8113
5,0.4167,W01,-9.9114,6.4116
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-3.0672,1.5672
6,0.5,dropzone,-9.7289,3.8129
6,0.5,W01,-9.9065,6.4071
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-3.0794,1.5746
7,0.5833,dropzone,-9.7252,3.8149
7,0.5833,W01,-9.9007,6.4017
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-3.0933,1.583
8,0.6667,dropzone,-9.7209,3.8172
8,0.6667,W01,-9.8941,6.3956
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-3.1089,1.5924
9,0.75,dropzone,-9.7161,3.8197
9,0.75,W01,-9.8868,6.3887
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-3.1263,1.6028
10,0.8333,dropzone,-9.7109,3.8225
10,0.8333,W01,-9.8786,6.381
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-3.1452,1.6142
11,0.9167,dropzone,-9.7051,3.8255
11,0.9167,W01,-9.8696,6.3727
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-3.1658,1.6266
12,1.0,dropzone,-9.6988,3.8288
12,1.0,W01,-9.8599,6.3636
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-3.188,1.6399
13,1.0833,dropzone,-9.692,3.8324
13,1.0833,W01,-9.8494,6.3538
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-3.2117,1.6542
14,1.1667,dropzone,-9.6848,3.8362
14,1.1667,W01,-9.8382,6.3434
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-3.237,1.6694
15,1.25,dropzone,-9.6771,3.8403
15,1.25,W01,-9.8262,6.3323
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-3.2637,1.6855
16,1.3333,dropzone,-9.6689,3.8446
16,1.3333,W01,-9.8136,6.3205
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-3.2919,1.7024
17,1.4167,dropzone,-9.6603,3.8491
17,1.4167,W01,-9.8003,6.3081
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-3.3214,1.7202
18,1.5,dropzone,-9.6513,3.8539
18,1.5,W01,-9.7863,6.295
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-3.3524,1.7388
19,1.5833,dropzone,-9.6418,3.8589
19,1.5833,W01,-9.7716,6.2814
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-3.3847,1.7583
20,1.6667,dropzone,-9.6319,3.8641
20,1.6667,W01,-9.7564,6.2672
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-3.4184,1.7785
21,1.75,dropzone,-9.6217,3.8695
21,1.75,W01,-9.7405,6.2523
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-3.4533,1.7995
22,1.8333,dropzone,-9.611,3.8752
22,1.8333,W01,-9.7239,6.237
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-3.4894,1.8213
23,1.9167,dropzone,-9.6,3.881
