frame,time_s,object,world_x,world_y
0,0.0,forklift,-1.8473,1.4741
0,0.0,dropzone,-7.9451,1.4361
0,0.0,W01,-9.1742,7.3201
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-1.8481,1.4749
1,0.0833,dropzone,-7.9451,1.4361
1,0.0833,W01,-9.1735,7.3197
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-1.8506,1.4772
2,0.1667,dropzone,-7.9451,1.4361
2,0.1667,W01,-9.1714,7.3183
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-1.8547,1.481
3,0.25,dropzone,-7.9451,1.4361
3,0.25,W01,-9.1679,7.316
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-1.8603,1.4862
4,0.3333,dropzone,-7.9451,1.4361
4,0.3333,W01,-9.163,7.3129
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-1.8675,1.493
5,0.4167,dropzone,-7.9451,1.4361
5,0.4167,W01,-9.1567,7.3089
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-1.8762,1.5011
6,0.5,dropzone,-7.9451,1.4361
6,0.5,W01,-9.1492,7.304
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-1.8865,1.5106
7,0.5833,dropzone,-7.9451,1.4361
7,0.5833,W01,-9.1403,7.2984
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-1.8982,1.5216
8,0.6667,dropzone,-7.9451,1.4361
8,0.6667,W01,-9.1302,7.2919
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-1.9113,1.5338
9,0.75,dropzone,-7.9451,1.4361
9,0.75,W01,-9.1188,7.2846
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-1.9258,1.5474
10,0.8333,dropzone,-7.9451,1.4361
10,0.8333,W01,-9.1062,7.2765
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-1.9418,1.5622
11,0.9167,dropzone,-7.9451,1.4361
11,0.9167,W01,-9.0924,7.2676
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-1.959,1.5784
12,1.0,dropzone,-7.9451,1.4361
12,1.0,W01,-9.0775,7.258
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-1.9777,1.5957
13,1.0833,dropzone,-7.9451,1.4361
