frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.3231,-1.6852
0,0.0,dropzone,-7.6109,2.2287
0,0.0,W01,-5.5302,4.9903
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.3232,-1.684
1,0.0833,dropzone,-7.6109,2.2287
1,0.0833,W01,-5.5292,4.9902
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.3237,-1.6802
2,0.1667,dropzone,-7.6109,2.2287
2,0.1667,W01,-5.5262,4.9898
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.3245,-1.674
3,0.25,dropzone,-7.6109,2.2287
3,0.25,W01,-5.5212,4.9892
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.3255,-1.6654
4,0.3333,dropzone,-7.6109,2.2287
4,0.3333,W01,-5.5144,4.9883
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.3269,-1.6544
5,0.4167,dropzone,-7.6109,2.2287
5,0.4167,W01,-5.5056,4.9873
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.3285,-1.6411
6,0.5,dropzone,-7.6109,2.2287
6,0.5,W01,-5.4951,4.9859
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.3305,-1.6255
7,0.5833,dropzone,-7.6109,2.2287
7,0.5833,W01,-5.4827,4.9844
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.3327,-1.6077
8,0.6667,dropzone,-7.6109,2.2287
8,0.6667,W01,-5.4685,4.9827
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.3352,-1.5876
9,0.75,dropzone,-7.6109,2.2287
9,0.75,W01,-5.4525,4.9807
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.3379,-1.5655
10,0.8333,dropzone,-7.6109,2.2287
10,0.8333,W01,-5.4349,4.9785
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.3409,-1.5412
11,0.9167,dropzone,-7.6109,2.2287
11,0.9167,W01,-5.4156,4.9761
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.3442,-1.5148
12,1.0,dropzone,-7.6109,2.2287
12,1.0,W01,-5.3946,4.9736
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.3477,-1.4864
13,1.0833,dropzone,-7.6109,2.2287
13,1.0833,W01,-5.372,4.9708
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.3515,-1.4561
14,1.1667,dropzone,-7.6109,2.2287
14,1.1667,W01,-5.3478,4.9678
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.3555,-1.4238
15,1.25,dropzone,-7.6109,2.2287
15,1.25,W01,-5.3221,4.9646
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.3597,-1.3896
16,1.3333,dropzone,-7.6109,2.2287
16,1.3333,W01,-5.2949,4.9613
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-0.3642,-1.3535
17,1.4167,dropzone,-7.6109,2.2287
17,1.4167,W01,-5.2662,4.9577
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-0.3689,-1.3156
18,1.5,dropzone,-7.6109,2.2287
18,1.5,W01,-5.2361,4.954
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-0.3738,-1.276
19,1.5833,dropzone,-7.6109,2.2287
19,1.5833,W01,-5.2045,4.9501
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-0.3789,-1.2346
20,1.6667,dropzone,-7.6109,2.2287
20,1.6667,W01,-5.1716,4.9461
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-0.3842,-1.1916
21,1.75,dropzone,-7.6109,2.2287
21,1.75,W01,-5.1374,4.9419
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-0.3898,-1.1469
22,1.8333,dropzone,-7.6109,2.2287
22,1.8333,W01,-5.1018,4.9375
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-0.3955,-1.1006
23,1.9167,dropzone,-7.6109,2.2287
23,1.9167,W01,-5.065,4.9329
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-0.4014,-1.0528
24,2.0,dropzone,-7.6109,2.2287
24,2.0,W01,-5.0269,4.9282
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-0.4075,-1.0034
25,2.0833,dropzone,-7.6109,2.2287
25,2.0833,W01,-4.9876,4.9234
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-0.4138,-0.9526
26,2.1667,dropzone,-7.6109,2.2287
26,2.1667,W01,-4.9471,4.9184
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-0.4203,-0.9003
27,2.25,dropzone,-7.6109,2.2287
27,2.25,W01,-4.9056,4.9133
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-0.427,-0.8467
28,2.3333,dropzone,-7.6109,2.2287
28,2.3333,W01,-4.8629,4.908
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-0.4338,-0.7917
29,2.4167,dropzone,-7.6109,2.2287
29,2.4167,W01,-4.8191,4.9026
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-0.4407,-0.7354
30,2.5,dropzone,-7.6109,2.2287
30,2.5,W01,-4.7743,4.8971
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-0.4479,-0.6778
31,2.5833,dropzone,-7.6109,2.2287
31,2.5833,W01,-4.7285,4.8915
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-0.4552,-0.6191
32,2.6667,dropzone,-7.6109,2.2287
32,2.6667,W01,-4.6817,4.8857
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-0.4626,-0.5591
33,2.75,dropzone,-7.6109,2.2287
33,2.75,W01,-4.6341,4.8798
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-0.4701,-0.4981
34,2.8333,dropzone,-7.6109,2.2287
34,2.8333,W01,-4.5855,4.8738
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-0.4778,-0.4359
35,2.9167,dropzone,-7.6109,2.2287
35,2.9167,W01,-4.536,4.8677
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-0.4857,-0.3727
36,3.0,dropzone,-7.6109,2.2287
36,3.0,W01,-4.4857,4.8615
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-0.4936,-0.3085
37,3.0833,dropzone,-7.6109,2.2287
37,3.0833,W01,-4.4346,4.8552
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-0.5017,-0.2434
38,3.1667,dropzone,-7.6109,2.2287
38,3.1667,W01,-4.3828,4.8488
38,3.1667,W02,-10.1388,9.6074
39,3.25,forklift,-0.5099,-0.1773
39,3.25,dropzone,-7.6109,2.2287
39,3.25,W01,-4.3302,4.8424
39,3.25,W02,-10.1223,9.5985
40,3.3333,forklift,-0.5182,-0.1103
40,3.3333,dropzone,-7.6109,2.2287
40,3.3333,W01,-4.2769,4.8358
40,3.3333,W02,-10.1055,9.5896
41,3.4167,forklift,-0.5266,-0.0425
41,3.4167,dropzone,-7.6109,2.2287
41,3.4167,W01,-4.223,4.8291
41,3.4167,W02,-10.0885,9.5805
42,3.5,forklift,-0.5351,0.026
42,3.5,dropzone,-7.6109,2.2287
42,3.5,W01,-4.1684,4.8224
42,3.5,W02,-10.0713,9.5714
43,3.5833,forklift,-0.5437,0.0953
43,3.5833,dropzone,-7.6109,2.2287
43,3.5833,W01,-4.1132,4.8156
43,3.5833,W02,-10.054,9.5621
44,3.6667,forklift,-0.5523,0.1654
44,3.6667,dropzone,-7.6109,2.2287
44,3.6667,W01,-4.0575,4.8088
44,3.6667,W02,-10.0364,9.5528
45,3.75,forklift,-0.5611,0.236
45,3.75,dropzone,-7.6109,2.2287
45,3.75,W01,-4.0013,4.8018
45,3.75,W02,-10.0187,9.5433
46,3.8333,forklift,-0.5699,0.3073
46,3.8333,dropzone,-7.6109,2.2287
46,3.8333,W01,-3.9445,4.7948
46,3.8333,W02,-10.0009,9.5338
47,3.9167,forklift,-0.5788,0.3792
47,3.9167,dropzone,-7.6109,2.2287
47,3.9167,W01,-3.8873,4.7878
47,3.9167,W02,-9.9829,9.5242
48,4.0,forklift,-0.5878,0.4516
48,4.0,dropzone,-7.6109,2.2287
48,4.0,W01,-3.8297,4.7807
48,4.0,W02,-9.9647,9.5145
49,4.0833,forklift,-0.5968,0.5245
49,4.0833,dropzone,-7.6109,2.2287
49,4.0833,W01,-3.7717,4.7735
49,4.0833,W02,-9.9465,9.5048
50,4.1667,forklift,-0.6059,0.5979
50,4.1667,dropzone,-7.6109,2.2287
50,4.1667,W01,-3.7133,4.7663
50,4.1667,W02,-9.9281,9.495
51,4.25,forklift,-0.615,0.6716
51,4.25,dropzone,-7.6109,2.2287
51,4.25,W01,-3.6546,4.7591
51,4.25,W02,-9.9096,9.4851
52,4.3333,forklift,-0.6242,0.7457
52,4.3333,dropzone,-7.6109,2.2287
52,4.3333,W01,-3.5956,4.7518
52,4.3333,W02,-9.8911,9.4752
53,4.4167,forklift,-0.6334,0.8202
53,4.4167,dropzone,-7.6109,2.2287
53,4.4167,W01,-3.5364,4.7445
53,4.4167,W02,-9.8724,9.4653
54,4.5,forklift,-0.6427,0.8949
54,4.5,dropzone,-7.6109,2.2287
54,4.5,W01,-3.477,4.7372
54,4.5,W02,-9.8537,9.4553
55,4.5833,forklift,-0.652,0.9698
55,4.5833,dropzone,-7.6109,2.2287
55,4.5833,W01,-3.4173,4.7298
55,4.5833,W02,-9.8349,9.4453
56,4.6667,forklift,-0.6613,1.045
56,4.6667,dropzone,-7.6109,2.2287
56,4.6667,W01,-3.3575,4.7225
56,4.6667,W02,-9.8161,9.4353
57,4.75,forklift,-0.6706,1.1203
57,4.75,dropzone,-7.6109,2.2287
57,4.75,W01,-3.2976,4.7151
57,4.75,W02,-9.7972,9.4252
58,4.8333,forklift,-0.68,1.1956
58,4.8333,dropzone,-7.6109,2.2287
58,4.8333,W01,-3.2376,4.7077
58,4.8333,W02,-9.7784,9.4151
59,4.9167,forklift,-0.6893,1.2711
59,4.9167,dropzone,-7.6109,2.2287
59,4.9167,W01,-3.1776,4.7003
59,4.9167,W02,-9.7595,9.405
60,5.0,forklift,-0.6987,1.3466
60,5.0,dropzone,-7.6109,2.2287
60,5.0,W01,-3.1175,4.6929
60,5.0,W02,-9.7405,9.395
61,5.0833,forklift,-0.708,1.422
61,5.0833,dropzone,-7.6109,2.2287
61,5.0833,W01,-3.0575,4.6855
61,5.0833,W02,-9.7216,9.3849
62,5.1667,forklift,-0.7173,1.4974
62,5.1667,dropzone,-7.6109,2.2287
62,5.1667,W01,-2.9975,4.6781
62,5.1667,W02,-9.7028,9.3748
63,5.25,forklift,-0.7267,1.5727
63,5.25,dropzone,-7.6109,2.2287
63,5.25,W01,-2.9375,4.6707
63,5.25,W02,-9.6839,9.3647
64,5.3333,forklift,-0.736,1.6479
64,5.3333,dropzone,-7.6109,2.2287
64,5.3333,W01,-2.8777,4.6633
64,5.3333,W02,-9.6651,9.3547
65,5.4167,forklift,-0.7453,1.7228
65,5.4167,dropzone,-7.6109,2.2287
65,5.4167,W01,-2.8181,4.656
65,5.4167,W02,-9.6463,9.3447
66,5.5,forklift,-0.7545,1.7975
66,5.5,dropzone,-7.6109,2.2287
66,5.5,W01,-2.7587,4.6487
66,5.5,W02,-9.6276,9.3347
67,5.5833,forklift,-0.7637,1.8719
67,5.5833,dropzone,-7.6109,2.2287
67,5.5833,W01,-2.6994,4.6414
67,5.5833,W02,-9.6089,9.3248
68,5.6667,forklift,-0.7729,1.9461
68,5.6667,dropzone,-7.6109,2.2287
68,5.6667,W01,-2.6404,4.6341
68,5.6667,W02,-9.5904,9.3149
69,5.75,forklift,-0.7821,2.0198
69,5.75,dropzone,-7.6109,2.2287
69,5.75,W01,-2.5817,4.6268
69,5.75,W02,-9.5719,9.305
70,5.8333,forklift,-0.7911,2.0932
70,5.8333,dropzone,-7.6109,2.2287
70,5.8333,W01,-2.5234,4.6197
70,5.8333,W02,-9.5535,9.2952
71,5.9167,forklift,-0.8002,2.1661
71,5.9167,dropzone,-7.6109,2.2287
71,5.9167,W01,-2.4654,4.6125
71,5.9167,W02,-9.5353,9.2855
72,6.0,forklift,-0.8091,2.2385
72,6.0,dropzone,-7.6109,2.2287
72,6.0,W01,-2.4077,4.6054
72,6.0,W02,-9.5171,9.2758
73,6.0833,forklift,-0.818,2.3103
73,6.0833,dropzone,-7.6109,2.2287
73,6.0833,W01,-2.3505,4.5983
73,6.0833,W02,-9.4991,9.2662
74,6.1667,forklift,-0.8269,2.3816
74,6.1667,dropzone,-7.6109,2.2287
74,6.1667,W01,-2.2938,4.5914
74,6.1667,W02,-9.4813,9.2567
75,6.25,forklift,-0.8356,2.4523
75,6.25,dropzone,-7.6109,2.2287
75,6.25,W01,-2.2376,4.5844
75,6.25,W02,-9.4636,9.2472
76,6.3333,forklift,-0.8443,2.5223
76,6.3333,dropzone,-7.6109,2.2287
76,6.3333,W01,-2.1818,4.5776
76,6.3333,W02,-9.446,9.2379
77,6.4167,forklift,-0.8529,2.5917
77,6.4167,dropzone,-7.6109,2.2287
77,6.4167,W01,-2.1267,4.5708
77,6.4167,W02,-9.4287,9.2286
78,6.5,forklift,-0.8614,2.6602
78,6.5,dropzone,-7.6109,2.2287
78,6.5,W01,-2.0721,4.564
78,6.5,W02,-9.4115,9.2195
79,6.5833,forklift,-0.8698,2.728
79,6.5833,dropzone,-7.6109,2.2287
79,6.5833,W01,-2.0182,4.5574
79,6.5833,W02,-9.3945,9.2104
80,6.6667,forklift,-0.8781,2.795
80,6.6667,dropzone,-7.6109,2.2287
80,6.6667,W01,-1.9649,4.5508
80,6.6667,W02,-9.3777,9.2015
81,6.75,forklift,-0.8863,2.861
81,6.75,dropzone,-7.6109,2.2287
81,6.75,W01,-1.9123,4.5443
81,6.75,W02,-9.3612,9.1926
82,6.8333,forklift,-0.8943,2.9262
82,6.8333,dropzone,-7.6109,2.2287
82,6.8333,W01,-1.8605,4.5379
82,6.8333,W02,-9.3449,9.1839
83,6.9167,forklift,-0.9023,2.9904
83,6.9167,dropzone,-7.6109,2.2287
83,6.9167,W01,-1.8094,4.5316
83,6.9167,W02,-9.3288,9.1753
84,7.0,forklift,-0.9101,3.0536
84,7.0,dropzone,-7.6109,2.2287
84,7.0,W01,-1.7591,4.5254
84,7.0,W02,-9.3129,9.1669
85,7.0833,forklift,-0.9178,3.1157
85,7.0833,dropzone,-7.6109,2.2287
85,7.0833,W01,-1.7096,4.5193
85,7.0833,W02,-9.2974,9.1586
86,7.1667,forklift,-0.9254,3.1768
86,7.1667,dropzone,-7.6109,2.2287
86,7.1667,W01,-1.661,4.5134
86,7.1667,W02,-9.2821,9.1504
87,7.25,forklift,-0.9328,3.2367
87,7.25,dropzone,-7.6109,2.2287
87,7.25,W01,-1.6133,4.5075
87,7.25,W02,-9.2671,9.1424
88,7.3333,forklift,-0.9401,3.2955
88,7.3333,dropzone,-7.6109,2.2287
88,7.3333,W01,-1.5666,4.5017
88,7.3333,W02,-9.2523,9.1346
89,7.4167,forklift,-0.9472,3.3531
89,7.4167,dropzone,-7.6109,2.2287
89,7.4167,W01,-1.5208,4.4961
89,7.4167,W02,-9.2379,9.1269
90,7.5,forklift,-0.9542,3.4094
90,7.5,dropzone,-7.6109,2.2287
90,7.5,W01,-1.476,4.4905
90,7.5,W02,-9.2238,9.1194
91,7.5833,forklift,-0.961,3.4643
91,7.5833,dropzone,-7.6109,2.2287
91,7.5833,W01,-1.4322,4.4852
91,7.5833,W02,-9.2101,9.112
92,7.6667,forklift,-0.9677,3.518
92,7.6667,dropzone,-7.6109,2.2287
92,7.6667,W01,-1.3895,4.4799
92,7.6667,W02,-9.1966,9.1049
93,7.75,forklift,-0.9741,3.5702
93,7.75,dropzone,-7.6109,2.2287
93,7.75,W01,-1.3479,4.4748
93,7.75,W02,-9.1835,9.0979
