frame,time_s,object,world_x,world_y
0,0.0,forklift,-2.5684,1.0722
0,0.0,dropzone,-8.8534,4.0892
0,0.0,W01,-9.3475,6.8018
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-2.5692,1.0729
1,0.0833,dropzone,-8.8531,4.0893
1,0.0833,W01,-9.3469,6.8014
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-2.5717,1.0751
2,0.1667,dropzone,-8.852,4.0897
2,0.1667,W01,-9.3452,6.7999
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-2.5759,1.0787
3,0.25,dropzone,-8.8503,4.0904
3,0.25,W01,-9.3424,6.7976
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-2.5817,1.0837
4,0.3333,dropzone,-8.848,4.0914
4,0.3333,W01,-9.3385,6.7944
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-2.5892,1.0901
5,0.4167,dropzone,-8.845,4.0926
5,0.4167,W01,-9.3334,6.7902
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-2.5981,1.0978
6,0.5,dropzone,-8.8413,4.0941
6,0.5,W01,-9.3274,6.7852
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-2.6087,1.1069
7,0.5833,dropzone,-8.837,4.0958
7,0.5833,W01,-9.3202,6.7794
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-2.6207,1.1172
8,0.6667,dropzone,-8.8321,4.0977
8,0.6667,W01,-9.3121,6.7726
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-2.6342,1.1288
9,0.75,dropzone,-8.8267,4.0999
9,0.75,W01,-9.3029,6.7651
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-2.6492,1.1417
10,0.8333,dropzone,-8.8206,4.1024
10,0.8333,W01,-9.2928,6.7568
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-2.6656,1.1558
11,0.9167,dropzone,-8.8139,4.105
11,0.9167,W01,-9.2817,6.7476
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-2.6834,1.1711
12,1.0,dropzone,-8.8067,4.1079
12,1.0,W01,-9.2696,6.7377
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-2.7025,1.1876
13,1.0833,dropzone,-8.7989,4.1111
13,1.0833,W01,-9.2567,6.727
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-2.723,1.2052
14,1.1667,dropzone,-8.7906,4.1144
