frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.5,-2.2
0,0.0,dropzone,-6.0337,2.3313
0,0.0,W01,-7.0767,2.1974
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.4999,-2.1997
1,0.0833,dropzone,-6.0342,2.3312
1,0.0833,W01,-7.0767,2.1974
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.4997,-2.1988
2,0.1667,dropzone,-6.0359,2.331
2,0.1667,W01,-7.0767,2.1974
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.4994,-2.1974
3,0.25,dropzone,-6.0387,2.3306
3,0.25,W01,-7.0767,2.1974
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.499,-2.1954
4,0.3333,dropzone,-6.0426,2.3301
4,0.3333,W01,-7.0767,2.1974
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.4985,-2.1928
5,0.4167,dropzone,-6.0475,2.3294
5,0.4167,W01,-7.0767,2.1974
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.4978,-2.1897
6,0.5,dropzone,-6.0534,2.3286
6,0.5,W01,-7.0767,2.1974
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.497,-2.186
7,0.5833,dropzone,-6.0604,2.3277
7,0.5833,W01,-7.0767,2.1974
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.4961,-2.1819
8,0.6667,dropzone,-6.0683,2.3266
8,0.6667,W01,-7.0767,2.1974
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.4951,-2.1772
9,0.75,dropzone,-6.0773,2.3254
9,0.75,W01,-7.0767,2.1974
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.494,-2.172
10,0.8333,dropzone,-6.0872,2.324
10,0.8333,W01,-7.0767,2.1974
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.4928,-2.1663
11,0.9167,dropzone,-6.0981,2.3226
11,0.9167,W01,-7.0767,2.1974
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.4915,-2.1602
12,1.0,dropzone,-6.1099,2.321
12,1.0,W01,-7.0767,2.1974
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.49,-2.1535
13,1.0833,dropzone,-6.1225,2.3192
13,1.0833,W01,-7.0767,2.1974
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.4885,-2.1464
14,1.1667,dropzone,-6.1361,2.3174
14,1.1667,W01,-7.0767,2.1974
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.4869,-2.1389
15,1.25,dropzone,-6.1506,2.3154
15,1.25,W01,-7.0767,2.1974
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.4852,-2.1309
16,1.3333,dropzone,-6.1658,2.3134
16,1.3333,W01,-7.0767,2.1974
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-0.4834,-2.1224
17,1.4167,dropzone,-6.182,2.3112
17,1.4167,W01,-7.0767,2.1974
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-0.4815,-2.1136
18,1.5,dropzone,-6.1989,2.3089
18,1.5,W01,-7.0767,2.1974
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-0.4795,-2.1043
19,1.5833,dropzone,-6.2166,2.3065
19,1.5833,W01,-7.0767,2.1974
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-0.4774,-2.0947
20,1.6667,dropzone,-6.2351,2.304
20,1.6667,W01,-7.0767,2.1974
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-0.4753,-2.0846
21,1.75,dropzone,-6.2544,2.3014
21,1.75,W01,-7.0767,2.1974
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-0.473,-2.0741
22,1.8333,dropzone,-6.2743,2.2987
