frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.6,-2.2
0,0.0,dropzone,-3.7158,3.3295
0,0.0,W01,-8.138,4.1884
0,0.0,W02,-5.838,4.0884
1,0.0833,forklift,-0.6,-2.1996
1,0.0833,dropzone,-3.7171,3.3298
1,0.0833,W01,-8.138,4.1884
1,0.0833,W02,-5.838,4.0884
2,0.1667,forklift,-0.5998,-2.1986
2,0.1667,dropzone,-3.721,3.3306
2,0.1667,W01,-8.138,4.1884
2,0.1667,W02,-5.838,4.0884
3,0.25,forklift,-0.5996,-2.1968
3,0.25,dropzone,-3.7274,3.3318
3,0.25,W01,-8.138,4.1884
3,0.25,W02,-5.838,4.0884
4,0.3333,forklift,-0.5993,-2.1944
4,0.3333,dropzone,-3.7363,3.3336
4,0.3333,W01,-8.138,4.1884
4,0.3333,W02,-5.838,4.0884
5,0.4167,forklift,-0.599,-2.1912
5,0.4167,dropzone,-3.7476,3.3358
5,0.4167,W01,-8.138,4.1884
5,0.4167,W02,-5.838,4.0884
6,0.5,forklift,-0.5985,-2.1875
6,0.5,dropzone,-3.7613,3.3386
6,0.5,W01,-8.138,4.1884
6,0.5,W02,-5.838,4.0884
7,0.5833,forklift,-0.598,-2.183
7,0.5833,dropzone,-3.7774,3.3418
7,0.5833,W01,-8.138,4.1884
7,0.5833,W02,-5.838,4.0884
8,0.6667,forklift,-0.5974,-2.178
8,0.6667,dropzone,-3.7957,3.3454
8,0.6667,W01,-8.138,4.1884
8,0.6667,W02,-5.838,4.0884
9,0.75,forklift,-0.5967,-2.1723
9,0.75,dropzone,-3.8164,3.3495
9,0.75,W01,-8.138,4.1884
9,0.75,W02,-5.838,4.0884
10,0.8333,forklift,-0.596,-2.166
10,0.8333,dropzone,-3.8392,3.3541
10,0.8333,W01,-8.138,4.1884
10,0.8333,W02,-5.838,4.0884
11,0.9167,forklift,-0.5952,-2.1591
11,0.9167,dropzone,-3.8642,3.3591
11,0.9167,W01,-8.138,4.1884
11,0.9167,W02,-5.838,4.0884
12,1.0,forklift,-0.5943,-2.1516
12,1.0,dropzone,-3.8914,3.3645
12,1.0,W01,-8.138,4.1884
12,1.0,W02,-5.838,4.0884
13,1.0833,forklift,-0.5934,-2.1436
13,1.0833,dropzone,-3.9206,3.3703
13,1.0833,W01,-8.138,4.1884
13,1.0833,W02,-5.838,4.0884
14,1.1667,forklift,-0.5923,-2.1349
14,1.1667,dropzone,-3.9519,3.3765
14,1.1667,W01,-8.138,4.1884
14,1.1667,W02,-5.838,4.0884
15,1.25,forklift,-0.5913,-2.1258
15,1.25,dropzone,-3.9852,3.3831
15,1.25,W01,-8.138,4.1884
15,1.25,W02,-5.838,4.0884
16,1.3333,forklift,-0.5901,-2.1161
16,1.3333,dropzone,-4.0204,3.3901
16,1.3333,W01,-8.138,4.1884
16,1.3333,W02,-5.838,4.0884
