frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.5,-2.2
0,0.0,dropzone,-5.4344,2.4706
0,0.0,W01,-5.7049,1.8514
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.4999,-2.1997
1,0.0833,dropzone,-5.4351,2.4704
1,0.0833,W01,-5.7049,1.8514
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.4997,-2.1988
2,0.1667,dropzone,-5.4369,2.4697
2,0.1667,W01,-5.7049,1.8514
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.4994,-2.1974
3,0.25,dropzone,-5.4401,2.4687
3,0.25,W01,-5.7049,1.8514
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.499,-2.1954
4,0.3333,dropzone,-5.4444,2.4672
4,0.3333,W01,-5.7049,1.8514
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.4985,-2.1928
5,0.4167,dropzone,-5.4499,2.4653
5,0.4167,W01,-5.7049,1.8514
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.4978,-2.1897
6,0.5,dropzone,-5.4566,2.463
6,0.5,W01,-5.7049,1.8514
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.497,-2.186
7,0.5833,dropzone,-5.4644,2.4603
7,0.5833,W01,-5.7049,1.8514
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.4961,-2.1819
8,0.6667,dropzone,-5.4733,2.4572
8,0.6667,W01,-5.7049,1.8514
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.4951,-2.1772
9,0.75,dropzone,-5.4834,2.4538
9,0.75,W01,-5.7049,1.8514
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.494,-2.172
10,0.8333,dropzone,-5.4945,2.4499
10,0.8333,W01,-5.7049,1.8514
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.4928,-2.1663
11,0.9167,dropzone,-5.5067,2.4457
11,0.9167,W01,-5.7049,1.8514
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.4915,-2.1602
12,1.0,dropzone,-5.5199,2.4412
12,1.0,W01,-5.7049,1.8514
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.49,-2.1535
13,1.0833,dropzone,-5.5342,2.4363
13,1.0833,W01,-5.7049,1.8514
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.4885,-2.1464
14,1.1667,dropzone,-5.5494,2.4311
14,1.1667,W01,-5.7049,1.8514
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.4869,-2.1389
15,1.25,dropzone,-5.5656,2.4255
15,1.25,W01,-5.7049,1.8514
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.4852,-2.1309
16,1.3333,dropzone,-5.5828,2.4196
16,1.3333,W01,-5.7049,1.8514
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-0.4834,-2.1224
17,1.4167,dropzone,-5.6009,2.4134
17,1.4167,W01,-5.7049,1.8514
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-0.4815,-2.1136
18,1.5,dropzone,-5.6199,2.4068
18,1.5,W01,-5.7049,1.8514
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-0.4795,-2.1043
19,1.5833,dropzone,-5.6398,2.4
19,1.5833,W01,-5.7049,1.8514
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-0.4774,-2.0947
20,1.6667,dropzone,-5.6605,2.3929
20,1.6667,W01,-5.7049,1.8514
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-0.4753,-2.0846
21,1.75,dropzone,-5.6821,2.3854
21,1.75,W01,-5.7049,1.8514
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-0.473,-2.0741
22,1.8333,dropzone,-5.7046,2.3777
22,1.8333,W01,-5.7049,1.8514
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-0.4707,-2.0633
23,1.9167,dropzone,-5.7278,2.3698
23,1.9167,W01,-5.7049,1.8514
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-0.4683,-2.0521
24,2.0,dropzone,-5.7518,2.3615
24,2.0,W01,-5.7049,1.8514
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-0.4658,-2.0406
25,2.0833,dropzone,-5.7766,2.353
25,2.0833,W01,-5.7049,1.8514
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-0.4633,-2.0287
26,2.1667,dropzone,-5.8021,2.3442
26,2.1667,W01,-5.7049,1.8514
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-0.4607,-2.0165
27,2.25,dropzone,-5.8283,2.3352
27,2.25,W01,-5.7049,1.8514
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-0.458,-2.0039
28,2.3333,dropzone,-5.8552,2.3259
28,2.3333,W01,-5.7049,1.8514
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-0.4552,-1.9911
29,2.4167,dropzone,-5.8828,2.3165
29,2.4167,W01,-5.7049,1.8514
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-0.4524,-1.9779
30,2.5,dropzone,-5.9111,2.3068
30,2.5,W01,-5.7049,1.8514
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-0.4495,-1.9645
31,2.5833,dropzone,-5.94,2.2968
31,2.5833,W01,-5.7049,1.8514
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-0.4466,-1.9507
32,2.6667,dropzone,-5.9694,2.2867
32,2.6667,W01,-5.7049,1.8514
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-0.4436,-1.9367
33,2.75,dropzone,-5.9995,2.2764
33,2.75,W01,-5.7049,1.8514
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-0.4405,-1.9224
34,2.8333,dropzone,-6.0302,2.2658
34,2.8333,W01,-5.7049,1.8514
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-0.4374,-1.9079
35,2.9167,dropzone,-6.0614,2.2551
35,2.9167,W01,-5.7049,1.8514
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-0.4342,-1.8931
36,3.0,dropzone,-6.0931,2.2442
36,3.0,W01,-5.7049,1.8514
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-0.431,-1.8781
37,3.0833,dropzone,-6.1253,2.2331
37,3.0833,W01,-5.7049,1.8514
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-0.4278,-1.8629
38,3.1667,dropzone,-6.158,2.2219
38,3.1667,W01,-5.7049,1.8514
38,3.1667,W02,-10.1388,9.6074
39,3.25,forklift,-0.4245,-1.8475
39,3.25,dropzone,-6.1911,2.2105
39,3.25,W01,-5.7049,1.8514
39,3.25,W02,-10.1223,9.5985
40,3.3333,forklift,-0.4211,-1.8318
40,3.3333,dropzone,-6.2247,2.1989
40,3.3333,W01,-5.7049,1.8514
40,3.3333,W02,-10.1055,9.5896
41,3.4167,forklift,-0.4177,-1.816
41,3.4167,dropzone,-6.2588,2.1872
41,3.4167,W01,-5.7049,1.8514
41,3.4167,W02,-10.0885,9.5805
42,3.5,forklift,-0.4143,-1.7999
42,3.5,dropzone,-6.2932,2.1754
42,3.5,W01,-5.7049,1.8514
42,3.5,W02,-10.0713,9.5714
43,3.5833,forklift,-0.4108,-1.7837
43,3.5833,dropzone,-6.328,2.1635
43,3.5833,W01,-5.7049,1.8514
43,3.5833,W02,-10.054,9.5621
44,3.6667,forklift,-0.4073,-1.7673
44,3.6667,dropzone,-6.3631,2.1514
44,3.6667,W01,-5.7049,1.8514
44,3.6667,W02,-10.0364,9.5528
45,3.75,forklift,-0.4037,-1.7508
45,3.75,dropzone,-6.3986,2.1392
45,3.75,W01,-5.7049,1.8514
45,3.75,W02,-10.0187,9.5433
46,3.8333,forklift,-0.4002,-1.7341
46,3.8333,dropzone,-6.4343,2.1269
46,3.8333,W01,-5.7049,1.8514
46,3.8333,W02,-10.0009,9.5338
47,3.9167,forklift,-0.3966,-1.7173
47,3.9167,dropzone,-6.4704,2.1145
47,3.9167,W01,-5.7049,1.8514
47,3.9167,W02,-9.9829,9.5242
48,4.0,forklift,-0.3929,-1.7004
48,4.0,dropzone,-6.5067,2.102
48,4.0,W01,-5.7049,1.8514
48,4.0,W02,-9.9647,9.5145
49,4.0833,forklift,-0.3893,-1.6834
49,4.0833,dropzone,-6.5433,2.0894
49,4.0833,W01,-5.7049,1.8514
49,4.0833,W02,-9.9465,9.5048
50,4.1667,forklift,-0.3856,-1.6662
50,4.1667,dropzone,-6.5801,2.0768
50,4.1667,W01,-5.7049,1.8514
50,4.1667,W02,-9.9281,9.495
51,4.25,forklift,-0.3819,-1.649
51,4.25,dropzone,-6.6171,2.0641
51,4.25,W01,-5.7049,1.8514
51,4.25,W02,-9.9096,9.4851
52,4.3333,forklift,-0.3782,-1.6317
52,4.3333,dropzone,-6.6543,2.0513
52,4.3333,W01,-5.7049,1.8514
52,4.3333,W02,-9.8911,9.4752
53,4.4167,forklift,-0.3745,-1.6142
53,4.4167,dropzone,-6.6917,2.0384
53,4.4167,W01,-5.7049,1.8514
53,4.4167,W02,-9.8724,9.4653
54,4.5,forklift,-0.3707,-1.5968
54,4.5,dropzone,-6.7292,2.0255
54,4.5,W01,-5.7049,1.8514
54,4.5,W02,-9.8537,9.4553
55,4.5833,forklift,-0.367,-1.5793
55,4.5833,dropzone,-6.7668,2.0126
55,4.5833,W01,-5.7049,1.8514
55,4.5833,W02,-9.8349,9.4453
56,4.6667,forklift,-0.3632,-1.5617
56,4.6667,dropzone,-6.8045,1.9997
56,4.6667,W01,-5.7049,1.8514
56,4.6667,W02,-9.8161,9.4353
57,4.75,forklift,-0.3594,-1.5441
57,4.75,dropzone,-6.8423,1.9867
57,4.75,W01,-5.7049,1.8514
57,4.75,W02,-9.7972,9.4252
58,4.8333,forklift,-0.3557,-1.5265
58,4.8333,dropzone,-6.8801,1.9737
58,4.8333,W01,-5.7049,1.8514
58,4.8333,W02,-9.7784,9.4151
59,4.9167,forklift,-0.3519,-1.5088
59,4.9167,dropzone,-6.918,1.9607
59,4.9167,W01,-5.7049,1.8514
59,4.9167,W02,-9.7595,9.405
60,5.0,forklift,-0.3481,-1.4912
60,5.0,dropzone,-6.9559,1.9476
60,5.0,W01,-5.7049,1.8514
60,5.0,W02,-9.7405,9.395
61,5.0833,forklift,-0.3443,-1.4735
61,5.0833,dropzone,-6.9937,1.9346
61,5.0833,W01,-5.7049,1.8514
61,5.0833,W02,-9.7216,9.3849
62,5.1667,forklift,-0.3406,-1.4559
62,5.1667,dropzone,-7.0316,1.9216
62,5.1667,W01,-5.7049,1.8514
62,5.1667,W02,-9.7028,9.3748
63,5.25,forklift,-0.3368,-1.4383
63,5.25,dropzone,-7.0693,1.9086
63,5.25,W01,-5.7049,1.8514
63,5.25,W02,-9.6839,9.3647
64,5.3333,forklift,-0.333,-1.4207
64,5.3333,dropzone,-7.107,1.8957
64,5.3333,W01,-5.7049,1.8514
64,5.3333,W02,-9.6651,9.3547
65,5.4167,forklift,-0.3293,-1.4032
65,5.4167,dropzone,-7.1446,1.8827
