frame,time_s,object,world_x,world_y
0,0.0,forklift,-2.1723,1.5689
0,0.0,dropzone,-8.0195,1.206
0,0.0,W01,-9.3129,7.7859
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-2.1729,1.5695
1,0.0833,dropzone,-8.0195,1.206
1,0.0833,W01,-9.3123,7.7855
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-2.1749,1.5713
2,0.1667,dropzone,-8.0195,1.206
2,0.1667,W01,-9.3107,7.7844
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-2.178,1.5743
3,0.25,dropzone,-8.0195,1.206
3,0.25,W01,-9.308,7.7827
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-2.1824,1.5785
4,0.3333,dropzone,-8.0195,1.206
4,0.3333,W01,-9.3043,7.7802
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-2.188,1.5839
5,0.4167,dropzone,-8.0195,1.206
5,0.4167,W01,-9.2995,7.7771
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-2.1947,1.5903
6,0.5,dropzone,-8.0195,1.206
6,0.5,W01,-9.2937,7.7733
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-2.2026,1.5979
7,0.5833,dropzone,-8.0195,1.206
7,0.5833,W01,-9.287,7.7688
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-2.2117,1.6066
8,0.6667,dropzone,-8.0195,1.206
8,0.6667,W01,-9.2792,7.7638
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-2.2218,1.6163
9,0.75,dropzone,-8.0195,1.206
9,0.75,W01,-9.2705,7.7581
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-2.2331,1.6271
10,0.8333,dropzone,-8.0195,1.206
10,0.8333,W01,-9.2609,7.7518
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-2.2454,1.6389
11,0.9167,dropzone,-8.0195,1.206
11,0.9167,W01,-9.2503,7.7448
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-2.2588,1.6517
12,1.0,dropzone,-8.0195,1.206
12,1.0,W01,-9.2389,7.7373
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-2.2732,1.6655
13,1.0833,dropzone,-8.0195,1.206
13,1.0833,W01,-9.2266,7.7292
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-2.2886,1.6803
14,1.1667,dropzone,-8.0195,1.206
14,1.1667,W01,-9.2134,7.7206
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-2.3051,1.696
15,1.25,dropzone,-8.0195,1.206
15,1.25,W01,-9.1994,7.7114
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-2.3224,1.7126
16,1.3333,dropzone,-8.0195,1.206
16,1.3333,W01,-9.1845,7.7017
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-2.3407,1.7302
17,1.4167,dropzone,-8.0195,1.206
17,1.4167,W01,-9.1689,7.6914
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-2.36,1.7486
18,1.5,dropzone,-8.0195,1.206
18,1.5,W01,-9.1524,7.6806
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-2.3801,1.7679
19,1.5833,dropzone,-8.0195,1.206
19,1.5833,W01,-9.1352,7.6693
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-2.4011,1.788
20,1.6667,dropzone,-8.0195,1.206
20,1.6667,W01,-9.1172,7.6575
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-2.4229,1.8089
21,1.75,dropzone,-8.0195,1.206
21,1.75,W01,-9.0985,7.6453
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-2.4456,1.8306
22,1.8333,dropzone,-8.0195,1.206
22,1.8333,W01,-9.0791,7.6326
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-2.4691,1.8532
23,1.9167,dropzone,-8.0195,1.206
23,1.9167,W01,-9.059,7.6194
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-2.4934,1.8764
24,2.0,dropzone,-8.0195,1.206
24,2.0,W01,-9.0383,7.6057
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-2.5185,1.9004
25,2.0833,dropzone,-8.0195,1.206
25,2.0833,W01,-9.0168,7.5917
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-2.5443,1.9251
26,2.1667,dropzone,-8.0195,1.206
26,2.1667,W01,-8.9948,7.5772
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-2.5708,1.9505
27,2.25,dropzone,-8.0195,1.206
27,2.25,W01,-8.9721,7.5623
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-2.5981,1.9766
28,2.3333,dropzone,-8.0195,1.206
28,2.3333,W01,-8.9488,7.5471
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-2.626,2.0034
29,2.4167,dropzone,-8.0195,1.206
29,2.4167,W01,-8.9249,7.5314
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-2.6546,2.0307
30,2.5,dropzone,-8.0195,1.206
30,2.5,W01,-8.9004,7.5154
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-2.6838,2.0587
31,2.5833,dropzone,-8.0195,1.206
31,2.5833,W01,-8.8755,7.499
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-2.7136,2.0873
32,2.6667,dropzone,-8.0195,1.206
32,2.6667,W01,-8.8499,7.4822
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-2.7441,2.1164
33,2.75,dropzone,-8.0195,1.206
33,2.75,W01,-8.8239,7.4652
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-2.7751,2.1461
34,2.8333,dropzone,-8.0195,1.206
34,2.8333,W01,-8.7974,7.4478
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-2.8066,2.1764
35,2.9167,dropzone,-8.0195,1.206
35,2.9167,W01,-8.7704,7.4301
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-2.8387,2.2071
36,3.0,dropzone,-8.0195,1.206
36,3.0,W01,-8.743,7.4121
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-2.8713,2.2383
37,3.0833,dropzone,-8.0195,1.206
37,3.0833,W01,-8.7151,7.3938
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-2.9044,2.27
38,3.1667,dropzone,-8.0195,1.206
38,3.1667,W01,-8.6868,7.3753
38,3.1667,W02,-10.1388,9.6074
