frame,time_s,object,world_x,world_y
0,0.0,forklift,-0.5143,-3.0
0,0.0,dropzone,-8.6582,-1.2881
0,0.0,W01,-10.6143,7.4858
0,0.0,W02,-10.5,9.8
1,0.0833,forklift,-0.5143,-3.0
1,0.0833,dropzone,-8.6582,-1.2881
1,0.0833,W01,-10.6139,7.4856
1,0.0833,W02,-10.4997,9.7998
2,0.1667,forklift,-0.5141,-3.0
2,0.1667,dropzone,-8.6582,-1.2881
2,0.1667,W01,-10.6126,7.4852
2,0.1667,W02,-10.4987,9.7993
3,0.25,forklift,-0.5139,-3.0
3,0.25,dropzone,-8.6582,-1.2881
3,0.25,W01,-10.6106,7.4845
3,0.25,W02,-10.4972,9.7985
4,0.3333,forklift,-0.5135,-3.0
4,0.3333,dropzone,-8.6582,-1.2881
4,0.3333,W01,-10.6077,7.4835
4,0.3333,W02,-10.495,9.7973
5,0.4167,forklift,-0.5131,-3.0
5,0.4167,dropzone,-8.6582,-1.2881
5,0.4167,W01,-10.604,7.4822
5,0.4167,W02,-10.4923,9.7959
6,0.5,forklift,-0.5126,-3.0
6,0.5,dropzone,-8.6582,-1.2881
6,0.5,W01,-10.5995,7.4806
6,0.5,W02,-10.4889,9.7941
7,0.5833,forklift,-0.512,-3.0
7,0.5833,dropzone,-8.6582,-1.2881
7,0.5833,W01,-10.5943,7.4788
7,0.5833,W02,-10.485,9.792
8,0.6667,forklift,-0.5113,-3.0
8,0.6667,dropzone,-8.6582,-1.2881
8,0.6667,W01,-10.5883,7.4767
8,0.6667,W02,-10.4806,9.7896
9,0.75,forklift,-0.5105,-3.0
9,0.75,dropzone,-8.6582,-1.2881
9,0.75,W01,-10.5816,7.4744
9,0.75,W02,-10.4756,9.787
10,0.8333,forklift,-0.5097,-3.0
10,0.8333,dropzone,-8.6582,-1.2881
10,0.8333,W01,-10.5741,7.4718
10,0.8333,W02,-10.47,9.784
11,0.9167,forklift,-0.5087,-3.0
11,0.9167,dropzone,-8.6582,-1.2881
11,0.9167,W01,-10.566,7.469
11,0.9167,W02,-10.4639,9.7808
12,1.0,forklift,-0.5077,-3.0
12,1.0,dropzone,-8.6582,-1.2881
12,1.0,W01,-10.5571,7.4659
12,1.0,W02,-10.4573,9.7772
13,1.0833,forklift,-0.5066,-3.0
13,1.0833,dropzone,-8.6582,-1.2881
13,1.0833,W01,-10.5476,7.4626
13,1.0833,W02,-10.4502,9.7734
14,1.1667,forklift,-0.5054,-3.0
14,1.1667,dropzone,-8.6582,-1.2881
14,1.1667,W01,-10.5374,7.459
14,1.1667,W02,-10.4426,9.7694
15,1.25,forklift,-0.5042,-3.0
15,1.25,dropzone,-8.6582,-1.2881
15,1.25,W01,-10.5265,7.4552
15,1.25,W02,-10.4345,9.7651
16,1.3333,forklift,-0.5028,-3.0
16,1.3333,dropzone,-8.6582,-1.2881
16,1.3333,W01,-10.515,7.4512
16,1.3333,W02,-10.4259,9.7605
17,1.4167,forklift,-0.5014,-3.0
17,1.4167,dropzone,-8.6582,-1.2881
17,1.4167,W01,-10.5029,7.447
17,1.4167,W02,-10.4169,9.7557
18,1.5,forklift,-0.5,-3.0
18,1.5,dropzone,-8.6582,-1.2881
18,1.5,W01,-10.4902,7.4426
18,1.5,W02,-10.4074,9.7506
19,1.5833,forklift,-0.4984,-3.0
19,1.5833,dropzone,-8.6582,-1.2881
19,1.5833,W01,-10.4769,7.438
19,1.5833,W02,-10.3975,9.7453
20,1.6667,forklift,-0.4968,-2.9905
20,1.6667,dropzone,-8.6582,-1.2881
20,1.6667,W01,-10.463,7.4331
20,1.6667,W02,-10.3871,9.7398
21,1.75,forklift,-0.4952,-2.977
21,1.75,dropzone,-8.6582,-1.2881
21,1.75,W01,-10.4485,7.4281
21,1.75,W02,-10.3763,9.7341
22,1.8333,forklift,-0.4934,-2.9629
22,1.8333,dropzone,-8.6582,-1.2881
22,1.8333,W01,-10.4335,7.4229
22,1.8333,W02,-10.3652,9.7281
23,1.9167,forklift,-0.4916,-2.9484
23,1.9167,dropzone,-8.6582,-1.2881
23,1.9167,W01,-10.418,7.4175
23,1.9167,W02,-10.3536,9.7219
24,2.0,forklift,-0.4898,-2.9334
24,2.0,dropzone,-8.6582,-1.2881
24,2.0,W01,-10.4019,7.4119
24,2.0,W02,-10.3416,9.7155
25,2.0833,forklift,-0.4879,-2.9179
25,2.0833,dropzone,-8.6582,-1.2881
25,2.0833,W01,-10.3853,7.4061
25,2.0833,W02,-10.3292,9.7089
26,2.1667,forklift,-0.4859,-2.902
26,2.1667,dropzone,-8.6582,-1.2881
26,2.1667,W01,-10.3683,7.4002
26,2.1667,W02,-10.3165,9.7021
27,2.25,forklift,-0.4839,-2.8856
27,2.25,dropzone,-8.6582,-1.2881
27,2.25,W01,-10.3507,7.3941
27,2.25,W02,-10.3034,9.6951
28,2.3333,forklift,-0.4818,-2.8687
28,2.3333,dropzone,-8.6582,-1.2881
28,2.3333,W01,-10.3327,7.3878
28,2.3333,W02,-10.2899,9.688
29,2.4167,forklift,-0.4797,-2.8515
29,2.4167,dropzone,-8.6582,-1.2881
29,2.4167,W01,-10.3142,7.3814
29,2.4167,W02,-10.2762,9.6806
30,2.5,forklift,-0.4775,-2.8338
30,2.5,dropzone,-8.6582,-1.2881
30,2.5,W01,-10.2953,7.3748
30,2.5,W02,-10.2621,9.6731
31,2.5833,forklift,-0.4753,-2.8158
31,2.5833,dropzone,-8.6582,-1.2881
31,2.5833,W01,-10.276,7.3681
31,2.5833,W02,-10.2477,9.6654
32,2.6667,forklift,-0.473,-2.7973
32,2.6667,dropzone,-8.6582,-1.2881
32,2.6667,W01,-10.2562,7.3612
32,2.6667,W02,-10.2329,9.6576
33,2.75,forklift,-0.4707,-2.7785
33,2.75,dropzone,-8.6582,-1.2881
33,2.75,W01,-10.2361,7.3542
33,2.75,W02,-10.2179,9.6496
34,2.8333,forklift,-0.4683,-2.7594
34,2.8333,dropzone,-8.6582,-1.2881
34,2.8333,W01,-10.2156,7.3471
34,2.8333,W02,-10.2026,9.6414
35,2.9167,forklift,-0.4659,-2.7399
35,2.9167,dropzone,-8.6582,-1.2881
35,2.9167,W01,-10.1947,7.3398
35,2.9167,W02,-10.1871,9.6331
36,3.0,forklift,-0.4634,-2.72
36,3.0,dropzone,-8.6582,-1.2881
36,3.0,W01,-10.1735,7.3324
36,3.0,W02,-10.1712,9.6247
37,3.0833,forklift,-0.461,-2.6999
37,3.0833,dropzone,-8.6582,-1.2881
37,3.0833,W01,-10.1519,7.3249
37,3.0833,W02,-10.1551,9.6161
38,3.1667,forklift,-0.4584,-2.6794
38,3.1667,dropzone,-8.6582,-1.2881
38,3.1667,W01,-10.13,7.3173
38,3.1667,W02,-10.1388,9.6074
39,3.25,forklift,-0.4559,-2.6587
39,3.25,dropzone,-8.6582,-1.2881
39,3.25,W01,-10.1079,7.3096
39,3.25,W02,-10.1223,9.5985
40,3.3333,forklift,-0.4533,-2.6377
40,3.3333,dropzone,-8.6582,-1.2881
40,3.3333,W01,-10.0854,7.3018
40,3.3333,W02,-10.1055,9.5896
41,3.4167,forklift,-0.4507,-2.6164
41,3.4167,dropzone,-8.6582,-1.2881
41,3.4167,W01,-10.0626,7.2939
41,3.4167,W02,-10.0885,9.5805
42,3.5,forklift,-0.448,-2.5949
42,3.5,dropzone,-8.6582,-1.2881
42,3.5,W01,-10.0396,7.2859
42,3.5,W02,-10.0713,9.5714
43,3.5833,forklift,-0.4453,-2.5732
43,3.5833,dropzone,-8.6582,-1.2881
43,3.5833,W01,-10.0163,7.2778
43,3.5833,W02,-10.054,9.5621
44,3.6667,forklift,-0.4426,-2.5512
44,3.6667,dropzone,-8.6582,-1.2881
44,3.6667,W01,-9.9928,7.2696
44,3.6667,W02,-10.0364,9.5528
45,3.75,forklift,-0.4399,-2.529
45,3.75,dropzone,-8.6582,-1.2881
45,3.75,W01,-9.969,7.2613
45,3.75,W02,-10.0187,9.5433
46,3.8333,forklift,-0.4371,-2.5067
46,3.8333,dropzone,-8.6582,-1.2881
46,3.8333,W01,-9.9451,7.253
46,3.8333,W02,-10.0009,9.5338
47,3.9167,forklift,-0.4343,-2.4841
47,3.9167,dropzone,-8.6582,-1.2881
47,3.9167,W01,-9.9209,7.2446
47,3.9167,W02,-9.9829,9.5242
48,4.0,forklift,-0.4315,-2.4614
48,4.0,dropzone,-8.6582,-1.2881
48,4.0,W01,-9.8966,7.2361
48,4.0,W02,-9.9647,9.5145
49,4.0833,forklift,-0.4287,-2.4385
49,4.0833,dropzone,-8.6582,-1.2881
49,4.0833,W01,-9.8721,7.2276
49,4.0833,W02,-9.9465,9.5048
50,4.1667,forklift,-0.4258,-2.4155
50,4.1667,dropzone,-8.6582,-1.2881
